ID,Name,City,Category,Ratings(5),Rating_count,Description,Address,Map-link,Review 1,Review 2,Review 3,openingHours/0/day,openingHours/0/hours,openingHours/1/day,openingHours/1/hours,openingHours/2/day,openingHours/2/hours,openingHours/3/day,openingHours/3/hours,openingHours/4/day,openingHours/4/hours,openingHours/5/day,openingHours/5/hours,openingHours/6/day,openingHours/6/hours
130,Devgad Island,Karwar,Island,4.5,20,"Off the coast of Karwar, Karnataka, lies Devgad Island, a cluster of islets also known as Oyster Rock Island. The crown jewel of this island group is Devgad, a rocky summit topped by the historic Oyster Rock Lighthouse, built in the 1860s.  The surrounding waters boast a vibrant tapestry of coral reefs and marine life, making Devgad Island a potential hotspot for scuba diving and snorkeling.  The Karnataka government is actively developing Devgad Island as the state's second scuba diving hub, alongside Netrani Island. This, coupled with the island's natural beauty and serene atmosphere, positions Devgad Island as an exciting future destination for adventure seekers and nature lovers.  However, information regarding public access and amenities remains limited at present, so staying updated on developments is key before planning a trip.",Karnataka 581302,"https://www.google.com/maps/place/Devgad+Island/@14.8205758,74.0494225,15z/data=!3m1!4b1!4m6!3m5!1s0x3bbe679679f10483:0x73cf1fcb14055ab0!8m2!3d14.8205556!4d74.0597222!16s%2Fg%2F11c1pg2n9v?entry=ttu",,,,,,,,,,,,,,,,,
131,"Parshvanatha Swamy Basadi, Venoor",Venur,Jain temple,4.7,188,"This temple is situated behind the fort enclosure of the Baahubali idol. It has Loha Pancha Loha – (5 Lohas) idol of Parshwanath as the main deity. The renovation of this basadi was done in 1936 by His Holiness Swasti Shri Records indicate that Charukeerthi Bhattaraka was conducted by Swamiji Moodbidri, a Jain monastery.","247V+6J6, Venoor, Karnataka 574242","https://www.google.com/maps/place/Parshvanatha+Swamy+Basadi,+Venoor/@13.0130466,75.1414519,17z/data=!3m1!4b1!4m6!3m5!1s0x3ba4ae063f75f4f5:0xccfcd8d2a8b132d0!8m2!3d13.0130414!4d75.1440268!16s%2Fg%2F11g8y970tr?entry=ttu",,,,,,,,,,,,,,,,,
132,Shri Neminaatha Swami Basadi,Karkala,Jain temple,4.7,66,"At a distance of 37 Kms from Udupi & 50 Kms from Mangalore, Neminath Basadi is a Jain temple constructed in 1329. It is located very close to Bahubali Betta / Gomatheshwara Statue (about 0.5 Km). The presiding deity of this temple is Mulnayak Bhagvan Neminath. There is a 54 feet Manasthambha, carved out of single rock, which is installed in front of the Basadi. The complex also houses Lord Mahavir, Chandranath Swamy, Adinath Swamy, Ananthanath and Padmavathi basadis, and the Bhujabali Brahmacharya Ashram. Chaturmukha Basadi (1 Km), Gomatheshwara Statue (0.5 Kms) and Ramasamudra Lake (1 Km) are nearby attractions.","92W4+994, Varanga, Karnataka 574108","https://www.google.com/maps/place/Shri+Neminaatha+Swami+Basadi/@13.3959709,75.0041143,494m/data=!3m1!1e3!4m6!3m5!1s0x3bbb5f19795d45d5:0xa71a83237158817c!8m2!3d13.3958807!4d75.0059416!16s%2Fg%2F11h9z8hxbr?entry=ttu",,,,,,,,,,,,,,,,,
133,Shri Jwalamalini Devi Atishaya Kshetra Simhanagadde Digambar Jain Mandir,Narasimharajapura,Jain temple,4.8,837,"Shri Jwalamalini Devi Atishaya Kshetra Simhanagadde Digambar Jain Mandir, also known as Simhanagadde Jain Temple, is a revered Jain pilgrimage site located in Narasimharajapura, Karnataka, India. Enshrined within the temple complex is the sacred idol of Jwalamalini Devi, the Yakshini (divine attendant) of Bhagwan Chandraprabhu, the eighth Tirthankara in Jainism. The temple's origins can be traced back to the 15th century, and its construction is attributed to the queen of the Ger-soppa Soduv Empire. The temple's name, Simhanagadde, translates to ""Lion's Hill,"" derived from the presence of a hillock resembling a lion's shape in the vicinity. The main temple, dedicated to Jwalamalini Devi, is an architectural marvel, showcasing intricate carvings and sculptures depicting Jain iconography. The temple's inner sanctum houses the idol of Jwalamalini Devi, adorned with jewels and radiating divine energy. Devotees flock to the temple to seek blessings, perform puja rituals, and experience the spiritual ambiance.","JF4X+426, Basthimata, Narasimharajapura, Karnataka 577134","https://www.google.com/maps/place/Shri+Jwalamalini+Devi+Atishaya+Kshetra+Simhanagadde+Digambar+Jain+Mandir/@13.6052813,75.4949267,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbb10ebe3870895:0xd93a298fd233088b!8m2!3d13.6052761!4d75.4975016!16s%2Fg%2F11g9r52lvv?entry=ttu",,,,,,,,,,,,,,,,,
134,Kundadri Shri Parshwanatha Basadi, Kundadri,Jain temple,4.6,631,"Perched amidst the scenic Western Ghats in Karnataka, the Kundadri Shri Parshwanatha Basadi is a Jain temple revered for its history and spiritual significance.  Believed to be built in the 17th century, the Basadi is dedicated to Lord Parshwanatha, the 23rd Jain Tirthankara.  The presence of a footprint shrine attributed to the revered Jain scholar Acharya Kundakunda adds to the temple's historical weight.  The main attraction is the 3.5-foot statue of Bhagwan Parshwanatha, which is bathed in sunlight on Makara Sankranti, creating a mesmerizing spectacle.  While specific architectural details are unavailable, Jain temples are known for intricate craftsmanship, suggesting the Basadi is likely adorned with beautiful carvings.  Natural ponds and a sacred spring add to the serenity of the place.  The Kundadri Shri Parshwanatha Basadi serves as a pilgrimage site for Jains, attracting devotees seeking peace, prayer, and spiritual connection.","H559+G8H, Kundadri, Karnataka 577424","https://www.google.com/maps/place/Kundadri+Shri+Parshwanatha+Basadi/@13.5588099,75.1657779,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbb6f4cd504c8a7:0x552e0923b2031aa8!8m2!3d13.5588047!4d75.1683528!16s%2Fg%2F1hm405ygl?entry=ttu",,,,,,,,,,,,,,,,,
135,Nalluru Shri Digambara Jaina Basadi,Nallur,Jain temple,4.8,134,"Tucked away in Nallur, Karnataka, lies the Nalluru Shri Digambara Jaina Basadi.  While specific details about this temple are elusive online, its name offers some clues.  ""Digambara"" suggests the temple belongs to the Digambara sect of Jainism, one of the two main Jain denominations. The enshrined deity is likely one of the many revered figures in Jainism, with Parshwanatha, the 23rd Tirthankara, being a common possibility.  Furthermore, Nallur itself has a rich Jain heritage, hinting that the temple might be part of a larger Jain community or hold historical significance within the region.  If you're curious to delve deeper into the Nalluru Shri Digambara Jaina Basadi's history and significance, searching for local news articles, travel blogs, or reaching out to the Jain community in Nallur could be your best course of action.","53Q6+H4P, Dist:, Nallur, Karnataka 574107","https://www.google.com/maps/place/Nalluru+Shri+Digambara+Jaina+Basadi/@13.1889621,75.057764,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbb540088731071:0x50ecf951648a4841!8m2!3d13.1889569!4d75.0603389!16s%2Fg%2F1pp2vb_25?entry=ttu",,,,,,,,,,,,,,,,,
136,Manipal Lake,Manipal,Lake,4.4,871,"Nestled amidst the academic buzz of Manipal town lies Manipal Lake, also known as Manna Palla Lake.  This freshwater lake, spanning over 60 acres, serves as a hub for recreation and leisure.  Walking trails circling the lake are popular with joggers, walkers, and picnickers seeking a breath of fresh air. The lake's water levels fluctuate throughout the year, brimming during monsoons and receding in summer.  For some aquatic fun, paddle boats, row boats, and even water scooters can be rented to explore the lake. Birdwatchers can rejoice in the diverse birdlife that frequents the area, while the serene atmosphere provides a welcome escape from the town's energy.  A visit to Manipal Lake can be further enriched by exploring the Prasanna Ganapati Temple situated on its banks, a popular spot for prayer and offerings.  Whether you seek outdoor activities or a tranquil escape, Manipal Lake offers a charming experience for visitors.","Manipal, Karnataka 576104","https://www.google.com/maps/place/Manipal+Lake/@13.3424571,74.7833669,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbca4b21901e6a9:0x339493c8788af673!8m2!3d13.3429096!4d74.7856385!16s%2Fg%2F1thr5mgp?entry=ttu",,,,,,,,,,,,,,,,,
137,Unkal Lake,Hubli,Lake,4.1,808,"About 110 years old, the lake covers an area of nearly 200 acres. This site is renowned as the 'Karma Bhoomi' of Shri Siddappajja, who was born in 1859. He eloped from his home at the age of 14 to find a Guru and resided in Unkal Mailarlings Temple.","Bairidevarkoppa, Hubballi, Karnataka 580025","https://www.google.com/maps/place/Unkal+Lake/@15.3779453,75.1034261,17z/data=!3m1!4b1!4m6!3m5!1s0x3bb8d12843e88075:0xf534d3d46420da11!8m2!3d15.3782466!4d75.1063735!16s%2Fg%2F11bc5xkmfv?entry=ttu",,,,,,,,,,,,,,,,,
138,Pilikula Lake Garden,Mangaluru,Park,4.5,317,"Pilikula Lake Garden! Nestled within the Pilikula Nisargadhama eco-park, this 5-acre lake serves as a scenic centerpiece. Verdant lawns bordering the water create pockets of relaxation, with dedicated rest areas and drinking water facilities for visitor comfort. For a leisurely exploration of the lake, hop on a pedal boat and soak in the picturesque surroundings. The gardens surrounding the lake are a visual treat, boasting beautiful landscaping that's perfect for a family picnic or a romantic stroll. Whether you crave a quiet moment with nature or a fun day out, Pilikula Lake Garden offers a charming escape within the heart of the city.","WVHV+FXR, Vamanjoor, Moodushedde, Karnataka 575028","https://www.google.com/maps/place/Pilikula+Lake+Garden/@12.9287532,74.8923102,17z/data=!3m1!4b1!4m6!3m5!1s0x3ba3574400000001:0x9b7e9e84971d20f2!8m2!3d12.928748!4d74.8948851!16s%2Fg%2F11c6f1lfzv?entry=ttu",,,,,,,,,,,,,,,,,
139,Gadha Theertha,Bantwal,Lake,4.7,53,"Shrouded in local tradition, Gadha Theertha in Bantwal, Karnataka remains somewhat enigmatic online.  The name itself offers clues, with ""Gadha"" translating to ""pit"" or ""trench"" in Sanskrit and ""Theertha"" meaning ""sacred water body.""  This suggests a pit or well known for its holy water, possibly linked to Hinduism or Jainism given Bantwal's rich history in these religions.  Gadha Theertha could be a revered natural spring with holy water used for rituals or bathing, or it might be a temple tank associated with a local Jain or Hindu temple complex.  To unravel the mystery of Gadha Theertha, delving into local news articles, historical accounts, or even academic publications on Bantwal's religious sites might prove fruitful.  Alternatively, reaching out to local priests, Jain monks, or knowledgeable residents of Bantwal could shed light on the history and significance of this intriguing place.","Kavalpadur, Karnataka 574265","https://www.google.com/maps/place/Gadha+Theertha/@12.9131942,75.1227657,17z/data=!3m1!4b1!4m6!3m5!1s0x3ba4a56f32d2f2ab:0x2be7c78a8a70f39!8m2!3d12.913135!4d75.125258!16s%2Fg%2F1tjdk5bx?entry=ttu",,,,,,,,,,,,,,,,,
140,Dabbe Falls, Shivamogga,Waterfalls,3.3,105,"Nestled within the lush embrace of the Western Ghats in Karnataka, Dabbe Falls tumbles down a majestic 110 meters in three cascading steps.  ""Dabbe,"" meaning ""steps"" in Kannada, perfectly captures the essence of this waterfall where the water seems to descend in a rhythmic dance over natural rock formations.  Located near Sagar town in Shimoga district, Dabbe Falls is part of the pristine Sharavathi Wildlife Sanctuary, teeming with diverse flora and fauna.  Unlike its more crowded counterparts, Dabbe Falls offers an untouched beauty, ideal for nature enthusiasts seeking a serene escape.  Reaching the falls involves a moderate to challenging trek through the dense forest, adding a touch of adventure to the experience.  The monsoon season (June to September) transforms Dabbe Falls into a spectacular sight, with water cascading down in full force.  Keep your eyes peeled during your trek, as you might encounter some of the park's wildlife, from monkeys and hornbills to the occasional deer. ","Sagara, Karnataka 577401","https://www.google.com/maps/place/Dabbe+Falls/@14.1665012,75.0231465,15z/data=!3m1!4b1!4m6!3m5!1s0x3bbb8b3915232fd3:0xe118b527b7b71dae!8m2!3d14.1664809!4d75.0334462!16s%2Fm%2F012g462r?entry=ttu",,,,,,,,,,,,,,,,,
141,Kanuru Fort,Urulagallu,Waterfalls,4.3,29,"Also known as the Keladi Kote, this fort is located in Shimoga district and is named after the Keladi dynasty that ruled this place. Kote means fort in Kannada. Food and tents must be carried by all visitors on their way here. It is not directly accessible by road, one will have to walk a few minutes before reaching the fort. So it is best avoided by people with ailments and physical disabilities.","5MF4+HF2, Urulagallu, Karnataka 581384","https://www.google.com/maps/place/Kanuru+Fort/@14.1739002,74.6535735,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbc14c467b7f6fd:0x88050066998f0913!8m2!3d14.173895!4d74.6561484!16s%2Fg%2F11cpkwzdhy?entry=ttu",,,,,,,,,,,,,,,,,
142,Jog Falls,Shivamogga,Waterfalls,4.6,"22,651","The second-highest plunge waterfall in India, Jog Falls is a major tourist attraction in Karnataka and is the highest waterfall in the state. Second, to the Nohkalikai Falls of Meghalaya, Jog falls drops about a huge 253 m (850 ft. ) in a single fall. However, due to the construction of Linganamakki Dam which is a hydroelectricity plant closeby, the flow in the falls is hugely restricted before monsoons. So, it is best to go during the Monsoon season to see the falls in its full form. Jog Falls is a 2 hours drive from the main Shimoga city. Also known as Gerosappa Falls or the Joga Falls, this seasonal waterfall is broken into four segments - Raja, Roarer, Rocket and Rani. They're named based on certain characteristics of the streams. Raja is an unbroken stream, Roarer is a strong and violent current that gushes down to meet the Raja stream, Rocket flows down in different jets and Rani is a quiet stream with falls in foam.","Jog Falls, Karnataka 577435","https://www.google.com/maps/place/Jog+Falls/@14.2294441,74.807652,17z/data=!3m1!4b1!4m6!3m5!1s0x3bbc0dbba4914849:0xb1a1dc2d7dfe13fb!8m2!3d14.2294389!4d74.8125229!16zL20vMDU5Zmtt?entry=ttu",,,,,,,,,,,,,,,,,
143,Talasi Waterfalls,Sulagodu,Waterfalls,4.6,663,"Tucked away amidst the verdant Western Ghats in Karnataka lies Talasi Falls, a hidden gem shrouded in tropical beauty.  This cascading waterfall isn't for the faint of heart when it comes to accessibility.  Located between Mastikatte and Thirthahalli in the Malnad region, reaching Talasi Falls requires a bit of an adventure.  After hitting Yadur on the main road, you'll need to turn inward and follow the signs (if you can find them) for a few kilometers before reaching a small parking spot.  From there, the final two kilometers are best conquered on foot, navigating a path through the dense forest. But for those willing to embrace the challenge, the reward is a magnificent waterfall cascading down a rocky outcrop. The monsoon season witnesses Talasi Falls at its most impressive, with forceful water flow and lush green surroundings.  However, the falls are still worth a visit even after the monsoons, offering a refreshing and secluded escape.  Be aware that information online about Talasi Falls is limited, including details on amenities or facilities.  So, coming prepared with essentials and respecting the natural environment are crucial for a safe and enjoyable experience.  Overall, Talasi Falls beckons the adventurous soul, promising a hidden paradise for those who don't mind going the extra mile.","Sulagodu, Yadur, Karnataka 577448","https://www.google.com/maps/place/Talasi+Waterfalls/@13.9640969,74.6155968,10z/data=!4m6!3m5!1s0x3bbb7b8cf2d631d5:0x4250afc2472b08c6!8m2!3d13.707265!4d75.0681836!16s%2Fg%2F11d_7qkk7t?entry=ttu",,,,,,,,,,,,,,,,,
